Course 1,Course 2,Take C1 Only,Take C1 Only Passed,Take Both,Take Both Passed C1,R(C1 only),R(Both),Toxic Or Synergistic
HMT 350,HMT 488,115,110,47,44,0.956521739,0.936170213,0.020351526
NFS 311,NFS 474,330,311,77,71,0.942424242,0.922077922,0.02034632
MA  114,KHP 114,7144,4908,36,24,0.687010078,0.666666667,0.020343412
EGR 101,COM 101,2559,2207,76,64,0.862446268,0.842105263,0.020341005
A-E 120,BIO 148,1758,1722,49,47,0.979522184,0.959183673,0.020338511
COM 581,COM 525,269,251,149,136,0.933085502,0.912751678,0.020333824
MAS 201,PHI 120,687,568,31,25,0.826783115,0.806451613,0.020331502
CS  405G,EE  380,741,693,47,43,0.935222672,0.914893617,0.020329055
MUS 100,GEN 300,14693,13445,38,34,0.915061594,0.894736842,0.020324752
ECO 201,BIO 103,22917,19602,788,658,0.855347559,0.835025381,0.020322178
AEC 300,AEC 303,817,765,131,120,0.936352509,0.916030534,0.020321975
HIS 109,CPH 201,6634,5693,37,31,0.858154959,0.837837838,0.020317121
WRD 110,KHP 120,16179,14342,127,110,0.886457754,0.866141732,0.020316022
MUS 100,STA 296,2532,2289,129,114,0.904028436,0.88372093,0.020307506
KHP 120,COM 101,5228,4905,134,123,0.938217292,0.917910448,0.020306844
PS  240,SOC 101,1280,1025,41,32,0.80078125,0.780487805,0.020293445
MA  114,SPA 211,7261,4988,36,24,0.686957719,0.666666667,0.020291053
ANT 101,HIS 104,5360,4703,126,108,0.877425373,0.857142857,0.020282516
AAD 499,AAD 340,55,54,52,50,0.981818182,0.961538462,0.02027972
PHY 241,COM 181,1671,1532,58,52,0.916816278,0.896551724,0.020264554
DSP 120,ENG 104,609,544,189,165,0.893267652,0.873015873,0.020251779
ISC 351,LIN 211,583,576,31,30,0.987993139,0.967741935,0.020251203
CHE 231,SPA 102,8140,7473,137,123,0.918058968,0.897810219,0.020248749
PSY 312,GER 201,4262,3709,40,34,0.87024871,0.85,0.02024871
MA  194,COM 181,1757,1404,104,81,0.799089357,0.778846154,0.020243203
KHP 210,CHE 108,787,760,55,52,0.965692503,0.945454545,0.020237958
COM 287,MKT 310,2809,2594,31,28,0.923460306,0.903225806,0.0202345
CIS 300,COM 249,3845,3723,77,73,0.968270481,0.948051948,0.020218533
ANT 160,UKC 130,4916,4381,31,27,0.891171684,0.870967742,0.020203942
NUR 101,STA 210,1980,1844,45,41,0.931313131,0.911111111,0.02020202
MAT 237,STA 210,433,426,55,53,0.983833718,0.963636364,0.020197355
ACC 302,ECO 391,2736,2373,314,266,0.867324561,0.847133758,0.020190803
PHY 232,CS  380,5407,4512,70,57,0.83447383,0.814285714,0.020188116
EDS 547,EDS 517,858,841,50,48,0.98018648,0.96,0.02018648
EGR 103,EGR 102,1658,1606,97,92,0.968636912,0.948453608,0.020183304
BIO 325,BIO 304,2281,2006,135,116,0.879438843,0.859259259,0.020179583
PHY 231,MUS 123,5157,4351,34,28,0.843707582,0.823529412,0.02017817
SPA 201,ECO 402,6246,5678,81,72,0.9090618,0.888888889,0.020172911
IEC 522,IEC 260,77,72,47,43,0.935064935,0.914893617,0.020171318
ENG 203,MAT 425,2922,2707,32,29,0.92642026,0.90625,0.02017026
COM 281,CS  101,3269,3117,60,56,0.9535026,0.933333333,0.020169267
CPH 203,MA  109,916,864,52,48,0.943231441,0.923076923,0.020154518
HIS 301,HIS 460,581,499,31,26,0.858864028,0.838709677,0.02015435
ASC 410G,AEC 325,345,313,62,55,0.907246377,0.887096774,0.020149603
WRD 111,CPH 201,13730,12777,134,122,0.930589949,0.910447761,0.020142188
EDC 323,PHY 160,1131,1117,123,119,0.987621574,0.967479675,0.020141899
KHP 200,CHE 104,1106,1078,110,105,0.974683544,0.954545455,0.02013809
CD  410,CD  484,1,1,149,146,1,0.979865772,0.020134228
STA 381,CE  303,1774,1536,175,148,0.86583991,0.845714286,0.020125624
PSY 100,DES 100,8269,6897,43,35,0.834079091,0.813953488,0.020125602
AN  320,AEC 300,323,301,34,31,0.931888545,0.911764706,0.020123839
WRD 111,CS  215,13886,12903,187,170,0.929209276,0.909090909,0.020118366
PS  210,HIS 351,4285,3657,42,35,0.85344224,0.833333333,0.020108907
COM 101,FAM 253,6125,4819,60,46,0.78677551,0.766666667,0.020108844
WRD 110,KHP 112,16103,14259,52,45,0.885487176,0.865384615,0.020102561
ACC 201,ANT 221,10027,6372,39,24,0.635484193,0.615384615,0.020099577
ACC 302,ACC 418,2616,2269,419,355,0.86735474,0.84725537,0.02009937
ENG 211,ENG 264,1500,1211,47,37,0.807333333,0.787234043,0.020099291
MUS 100,KHP 230,15166,13853,75,67,0.913424766,0.893333333,0.020091433
PHI 120,GLY 120,7692,5972,119,90,0.776391056,0.756302521,0.020088535
NFS 304,NFS 591,360,358,39,38,0.994444444,0.974358974,0.02008547
BST 330,ANA 209,503,479,59,55,0.952286282,0.93220339,0.020082892
NUR 882,NUR 866,737,714,39,37,0.968792402,0.948717949,0.020074453
B&E 105,PS  210,5959,5006,100,82,0.840073838,0.82,0.020073838
PHI 130,PSY 195,5473,4755,119,101,0.868810524,0.848739496,0.020071029
ENG 334,ENG 407,642,565,50,43,0.880062305,0.86,0.020062305
A&S 150,UKC 180,648,571,36,31,0.88117284,0.861111111,0.020061728
ENG 104,FR  201,12398,10787,40,34,0.870059687,0.85,0.020059687
AST 191,MA  110,8088,6353,81,62,0.785484669,0.765432099,0.02005257
PS  360,PS  230,512,454,60,52,0.88671875,0.866666667,0.020052083
MUC 191,CHE 105,451,442,50,48,0.980044346,0.96,0.020044346
MUS 100,PS  210,14807,13526,122,109,0.913486864,0.893442623,0.020044241
AMS 250,SOC 101,635,590,33,30,0.929133858,0.909090909,0.020042949
BIO 152,CPH 201,8111,6381,90,69,0.786709407,0.766666667,0.02004274
FAM 251,PHI 120,2695,2423,124,109,0.899072356,0.879032258,0.020040098
MA  322,MA  214,3962,3091,321,244,0.780161535,0.760124611,0.020036924
PLS 104,ANT 101,1851,1507,34,27,0.814154511,0.794117647,0.020036864
ACC 201,GEN 300,14457,9161,44,27,0.633672269,0.613636364,0.020035906
EE  599,EE  468G,446,433,61,58,0.970852018,0.950819672,0.020032346
DHN 101,KHP 120,3936,3731,208,193,0.947916667,0.927884615,0.020032051
WRD 111,MUS 173,11749,10940,45,41,0.931143076,0.911111111,0.020031965
WRD 110,GEO 172,16310,14468,173,150,0.887063151,0.867052023,0.020011128
MGT 340,ECO 370,3220,3095,51,48,0.961180124,0.941176471,0.020003654
EDS 514,EDS 546,150,144,50,47,0.96,0.94,0.02
FOR 240,FOR 280,51,51,50,49,1,0.98,0.02
CSD 402,CSD 220,142,141,37,36,0.992957746,0.972972973,0.019984774
BAE 447,ME  325,137,133,122,116,0.97080292,0.950819672,0.019983248
A&S 100,CIS 111,5639,4711,233,190,0.835431814,0.815450644,0.01998117
MA  123,KHP 119,18293,13128,86,60,0.717651561,0.697674419,0.019977142
APP 200,ACC 201,1632,1379,40,33,0.84497549,0.825,0.01997549
EDS 530,EDS 570,186,172,42,38,0.924731183,0.904761905,0.019969278
SOC 101,CIS 111,9693,8444,551,469,0.871144125,0.851179673,0.019964451
PSY 100,CLA 135,23302,19347,485,393,0.83027208,0.810309278,0.019962801
FIN 464,MGT 499,246,236,33,31,0.959349593,0.939393939,0.019955654
EDP 202,COM 101,4082,3877,57,53,0.94977952,0.929824561,0.019954958
LIN 211,A-S 280,3221,2850,74,64,0.884818379,0.864864865,0.019953515
STA 210,PHI 130,17763,15542,269,230,0.874964815,0.855018587,0.019946227
STA 200,BIO 103,5635,4962,287,247,0.880567879,0.860627178,0.019940702
MAT 414,MAT 547,141,140,37,36,0.992907801,0.972972973,0.019934828
BIO 425,SPA 202,2533,2455,138,131,0.969206475,0.949275362,0.019931112
MKT 340,MUS 100,2425,2402,34,33,0.990515464,0.970588235,0.019927229
SPA 203,WRD 110,861,796,262,237,0.924506388,0.904580153,0.019926235
STA 210,COM 101,20130,17581,696,594,0.873373075,0.853448276,0.019924799
EE  490,CS  441G,447,445,82,80,0.995525727,0.975609756,0.019915971
EE  380,CHE 105,1155,1038,33,29,0.898701299,0.878787879,0.01991342
COM 313,ECO 391,1627,1456,40,35,0.894898586,0.875,0.019898586
BIO 350,BIO 303,1693,1474,67,57,0.870643828,0.850746269,0.019897559
PGY 412G,KHP 250,964,611,158,97,0.633817427,0.613924051,0.019893377
CHE 230,BIO 151,785,517,155,99,0.658598726,0.638709677,0.019889049
CHE 231,HIS 108,8228,7552,49,44,0.917841517,0.897959184,0.019882333
COM 287,COM 101,2467,2274,265,239,0.921767329,0.901886792,0.019880536
MUC 192,SOC 101,1290,1234,79,74,0.956589147,0.936708861,0.019880287
ENG 251,EPE 301,433,376,33,28,0.868360277,0.848484848,0.019875429
CE  341,PHY 242,1107,1021,41,37,0.922312556,0.902439024,0.019873532
MUS 123,COM 252,2664,2352,73,63,0.882882883,0.863013699,0.019869184
EDP 518,SOC 101,1150,1138,33,32,0.989565217,0.96969697,0.019868248
PHY 160,HIS 112,539,518,34,32,0.961038961,0.941176471,0.01986249
A&S 100,ENG 230,7080,5872,84,68,0.829378531,0.80952381,0.019854722
ANT 225,HIS 108,767,697,36,32,0.908735332,0.888888889,0.019846444
BIO 199,MA  137,697,671,35,33,0.962697274,0.942857143,0.019840131
PLS 103,ASC 101,607,563,65,59,0.927512356,0.907692308,0.019820048
STA 200,MA  109,6250,5516,51,44,0.88256,0.862745098,0.019814902
A&S 100,AST 191,6978,5780,188,152,0.82831757,0.808510638,0.019806931
NFS 516,NFS 403,44,44,101,99,1,0.98019802,0.01980198
EDC 330,EDC 347,143,143,101,99,1,0.98019802,0.01980198
EDC 343,EDC 347,143,143,101,99,1,0.98019802,0.01980198
MGT 309,MKT 330,1925,1900,61,59,0.987012987,0.967213115,0.019799872
MAT 514,RTM 340,69,67,41,39,0.971014493,0.951219512,0.019794981
CE  120,EES 220,431,407,53,49,0.944315545,0.924528302,0.019787243
PSY 440,SOC 339,530,455,31,26,0.858490566,0.838709677,0.019780889
PSY 100,PHI 130,24052,19992,578,469,0.831199069,0.811418685,0.019780384
ISC 497,ISC 341,1135,1107,45,43,0.975330396,0.955555556,0.019774841
UK  101,A-S 200,27391,25678,243,223,0.93746121,0.917695473,0.019765737
ACC 201,KHP 126,14266,9061,39,24,0.635146502,0.615384615,0.019761887
COM 462,COM 449,456,441,95,90,0.967105263,0.947368421,0.019736842
PSY 100,FIN 300,27572,22887,58,47,0.830081242,0.810344828,0.019736414
CS  101,BIO 103,5244,4457,212,176,0.849923722,0.830188679,0.019735043
PSY 223,SPA 101,7892,7142,244,216,0.904967055,0.885245902,0.019721154
PS  101,PHI 130,9326,7664,192,154,0.821788548,0.802083333,0.019705215
BIO 153,BIO 208,2317,2164,35,32,0.933966336,0.914285714,0.019680621
PS  210,CIS 110,3705,3239,110,94,0.874224022,0.854545455,0.019678567
DHN 342,RTM 425,335,333,39,38,0.994029851,0.974358974,0.019670876
GEO 130,ENG 104,2246,1651,253,181,0.735084595,0.71541502,0.019669575
ME  412,ME  565,208,205,88,85,0.985576923,0.965909091,0.019667832
SOC 335,SPA 202,1611,1423,44,38,0.883302297,0.863636364,0.019665933
ICT 205,ICT 202,142,130,48,43,0.915492958,0.895833333,0.019659624
BCH 401G,ASC 410G,1973,1589,42,33,0.805372529,0.785714286,0.019658243
ANT 102,WRD 110,1132,969,220,184,0.856007067,0.836363636,0.019643431
A-H 105,UK  101,1783,1393,172,131,0.781267527,0.761627907,0.01963962
PHI 120,COM 287,11378,8963,69,53,0.787748286,0.768115942,0.019632344
ARC 354,ARC 333,39,39,51,50,1,0.980392157,0.019607843
CE  517,CE  482,128,128,51,50,1,0.980392157,0.019607843
MAT 414,RTM 345,175,175,51,50,1,0.980392157,0.019607843
CD  591,CD  520,131,131,51,50,1,0.980392157,0.019607843
FOR 359,FOR 358,1,1,102,100,1,0.980392157,0.019607843
CE  509,CE  461G,102,101,34,33,0.990196078,0.970588235,0.019607843
BIO 103,MUC 190,11203,9226,51,41,0.823529412,0.803921569,0.019607843
ANT 230,SOC 101,1727,1450,50,41,0.839606254,0.82,0.019606254
HES 100,HMT 210,2014,1935,119,112,0.960774578,0.941176471,0.019598107
MA  214,CS  375,5118,3713,51,36,0.725478703,0.705882353,0.01959635
LIN 210,STA 200,295,268,45,40,0.908474576,0.888888889,0.019585687
STA 210,ECO 101,17665,15466,118,101,0.875516558,0.855932203,0.019584355
MGT 320,ECO 412,1745,1720,59,57,0.985673352,0.966101695,0.019571658
MGT 390,MGT 410,394,389,93,90,0.987309645,0.967741935,0.019567709
MA  138,BIO 303,620,520,94,77,0.838709677,0.819148936,0.019560741
KHP 380,HIS 240,1026,1014,64,62,0.988304094,0.96875,0.019554094
ECO 202,SPA 101,14320,11560,179,141,0.80726257,0.787709497,0.019553073
GEN 200,ASC 102,557,506,45,40,0.908438061,0.888888889,0.019549172
ENG 330,SPA 101,1687,1492,37,32,0.884410196,0.864864865,0.019545331
BIO 315,BIO 304,3204,2724,124,103,0.850187266,0.830645161,0.019542105
STA 210,PHI 310,20907,18256,41,35,0.873200364,0.853658537,0.019541827
ECO 201,GEO 130,23050,19700,279,233,0.854663774,0.835125448,0.019538326
CS  275,PHY 231,1545,1262,148,118,0.816828479,0.797297297,0.019531182
MNG 335,MNG 211,79,67,70,58,0.848101266,0.828571429,0.019529837
A-S 380,A-S 102,1347,1159,44,37,0.860430586,0.840909091,0.019521496
EDS 547,EDS 514,857,837,70,67,0.976662777,0.957142857,0.01951992
A-S 103,A-S 102,1005,891,173,150,0.886567164,0.867052023,0.019515141
A&S 150,CIS 111,1147,1026,64,56,0.894507411,0.875,0.019507411
HON 101,CIS 112,270,267,98,95,0.988888889,0.969387755,0.019501134
WRD 110,PHI 130,14303,12723,277,241,0.889533664,0.870036101,0.019497563
MUC 190,MUC 172,1244,1205,59,56,0.968649518,0.949152542,0.019496975
NFS 212,NUR 863,2212,2125,34,32,0.960669078,0.941176471,0.019492607
PHY 231,EGR 240,5138,4339,40,33,0.84449202,0.825,0.01949202
ENG 180,MA  109,670,590,72,62,0.880597015,0.861111111,0.019485904
HES 400,HMT 488,425,420,32,31,0.988235294,0.96875,0.019485294
WRD 111,PS  230,3990,3705,88,80,0.928571429,0.909090909,0.019480519
PSY 215,SPA 101,5241,4431,385,318,0.845449342,0.825974026,0.019475316
MA  193,HIS 108,10260,7654,245,178,0.746003899,0.726530612,0.019473286
PS  360,BIO 103,2259,1861,46,37,0.823815848,0.804347826,0.019468022
GEO 130,ANT 101,4199,3121,105,76,0.743272208,0.723809524,0.019462684
COM 252,GLY 150,6181,5627,110,98,0.91037049,0.890909091,0.019461399
BIO 315,SPA 102,3198,2719,130,108,0.850218887,0.830769231,0.019449656
MA  322,ENG 230,4093,3177,37,28,0.776203274,0.756756757,0.019446517
HON 252,PSY 195,1186,1177,37,36,0.992411467,0.972972973,0.019438494
HON 252,PHY 241,1186,1177,37,36,0.992411467,0.972972973,0.019438494
COM 101,ENG 210,10570,8272,38,29,0.782592242,0.763157895,0.019434347
EPE 301,EDS 513,4632,4336,72,66,0.936096718,0.916666667,0.019430052
BIO 103,GEO 160,15177,12390,458,365,0.816366871,0.796943231,0.019423639
MAT 480,MAT 315,263,261,37,36,0.992395437,0.972972973,0.019422464
CHE 111,SPA 101,17139,12664,385,277,0.738899586,0.719480519,0.019419066
LA  841,LA  872,9,9,103,101,1,0.980582524,0.019417476
LA  872,LA  841,7,7,103,101,1,0.980582524,0.019417476
FOR 356,FOR 359,1,1,103,101,1,0.980582524,0.019417476
FOR 356,FOR 357,1,1,103,101,1,0.980582524,0.019417476
BIO 325,BIO 153,632,560,45,39,0.886075949,0.866666667,0.019409283
EM  221,PHY 231,3253,2381,407,290,0.731939748,0.712530713,0.019409035
COM 325,LIN 317,1569,1521,40,38,0.969407266,0.95,0.019407266
SPA 102,PS  240,3588,3039,58,48,0.846989967,0.827586207,0.01940376
GEO 172,HIS 108,2713,2196,181,143,0.809436049,0.790055249,0.0193808
JOU 531,JOU 532,415,395,74,69,0.951807229,0.932432432,0.019374796
GRN 250,MA  109,3463,2969,395,331,0.857349119,0.837974684,0.019374436
ISC 161,HIS 108,2544,2283,41,36,0.89740566,0.87804878,0.01935688
CHE 230,GEO 160,8340,6360,74,55,0.762589928,0.743243243,0.019346685
ACC 302,MUS 100,3011,2606,39,33,0.865493192,0.846153846,0.019339345
AEC 305,EQM 300,677,567,33,27,0.837518464,0.818181818,0.019336646
FAM 544,HES 100,338,322,45,42,0.952662722,0.933333333,0.019329389
UK  201,HIS 108,1183,1061,49,43,0.896872358,0.87755102,0.019321338
HON 152,ECO 201,996,979,55,53,0.982931727,0.963636364,0.019295363
A-S 200,AST 191,3643,3363,104,94,0.923140269,0.903846154,0.019294115
CLD 230,CLD 340,551,536,43,41,0.97277677,0.953488372,0.019288397
CLA 131,CHE 236,12019,11564,70,66,0.962143273,0.942857143,0.01928613
MGT 301,CS  101,13946,12601,337,298,0.903556575,0.884272997,0.019283578
MKT 300,MA  193,15991,14680,79,71,0.918016384,0.898734177,0.019282207
MGT 309,ACC 418,2003,1977,31,30,0.987019471,0.967741935,0.019277535
CHE 107,A-S 280,10221,7246,58,40,0.70893259,0.689655172,0.019277417
CHE 233,PGY 207,4620,4313,35,32,0.933549784,0.914285714,0.019264069
CIS 111,PHY 231,11313,10655,155,143,0.941836825,0.922580645,0.01925618
A-E 120,ECO 202,1731,1696,76,73,0.979780474,0.960526316,0.019254158
CPH 201,PSY 100,2570,2325,96,85,0.904669261,0.885416667,0.019252594
BIO 155,BIO 101,3298,2995,513,456,0.908126137,0.888888889,0.019237248
FAM 357,FAM 544,315,284,34,30,0.901587302,0.882352941,0.01923436
EPE 301,ECO 201,4649,4351,96,88,0.935900194,0.916666667,0.019233527
ARC 435,ARC 457,364,345,56,52,0.947802198,0.928571429,0.019230769
PSY 100,FR  201,27547,22857,95,77,0.829745526,0.810526316,0.01921921
A&S 300,STA 210,1262,1040,41,33,0.824088748,0.804878049,0.019210699
CHE 105,PSY 195,22963,15914,233,157,0.693027914,0.673819742,0.019208172
BIO 102,CS  101,7853,6423,154,123,0.817903986,0.798701299,0.019202687
AN  322,FIN 300,545,536,56,54,0.983486239,0.964285714,0.019200524
AST 191,SOC 235,8235,6478,43,33,0.78664238,0.76744186,0.01920052
CIS 110,KHP 107,12389,10993,91,79,0.887319396,0.868131868,0.019187528
MGT 301,KHP 126,14079,12712,43,38,0.902905036,0.88372093,0.019184106
ENG 207,PHI 120,1526,1425,82,75,0.933813893,0.914634146,0.019179746
ASC 101,WRD 110,1615,1353,441,361,0.837770898,0.818594104,0.019176794
KHP 110,MA  213,1998,1849,32,29,0.925425425,0.90625,0.019175425
HHS 101,CIS 110,801,778,355,338,0.971285893,0.952112676,0.019173217
ANA 109,CLA 131,4985,3800,327,243,0.762286861,0.743119266,0.019167595
COM 315,MA  109,2017,1891,49,45,0.937530987,0.918367347,0.01916364
PS  210,PHI 100,4420,3736,138,114,0.845248869,0.826086957,0.019161912
COM 249,HIS 109,4501,4098,46,41,0.910464341,0.891304348,0.019159993
GWS 201,PHI 100,2507,2320,32,29,0.925408855,0.90625,0.019158855
UKC 150,STA 210,229,226,31,30,0.986899563,0.967741935,0.019157628
AEC 305,EQM 399,1740,1464,45,37,0.84137931,0.822222222,0.019157088
CHE 233,BIO 308,4139,3880,208,191,0.937424499,0.918269231,0.019155268
B&E 104,NFS 101,2674,2660,82,80,0.994764398,0.975609756,0.019154642
BIO 102,PS  101,7585,6210,464,371,0.81872116,0.799568966,0.019152195
COM 101,ART 191,6936,5646,39,31,0.814013841,0.794871795,0.019142046
BIO 350,CHE 232,2630,2242,156,130,0.852471483,0.833333333,0.01913815
ACC 302,FIN 423,2776,2402,39,33,0.865273775,0.846153846,0.019119929
BIO 152,TA  110,6376,5161,62,49,0.809441656,0.790322581,0.019119076
MA  194,BIO 155,4414,3407,182,137,0.771862256,0.752747253,0.019115004
CS  485G,PHY 242,699,568,92,73,0.812589413,0.793478261,0.019111153
STA 291,MGT 301,9466,7722,1195,952,0.815761673,0.79665272,0.019108954
ECO 472,ECO 477,263,222,40,33,0.844106464,0.825,0.019106464
NFS 101,ECO 412,4421,4091,32,29,0.925356254,0.90625,0.019106254
CPH 201,CPH 203,1928,1772,70,63,0.919087137,0.9,0.019087137
GEO 109,WRD 111,2277,1999,255,219,0.87790953,0.858823529,0.019086001
BIO 315,SPA 201,3162,2689,166,138,0.850411132,0.831325301,0.019085831
UK  101,ENG 142,5313,4959,35,32,0.933370977,0.914285714,0.019085263
GEO 160,COM 181,4701,3959,260,214,0.842161242,0.823076923,0.019084319
CHE 232,STA 291,3677,2362,292,182,0.642371499,0.623287671,0.019083827
PHY 232,EGR 201,1456,1237,59,49,0.849587912,0.830508475,0.019079438
PS  235,PS  391,3627,2915,65,51,0.803694513,0.784615385,0.019079129
MUS 363,EDP 202,173,159,40,36,0.919075145,0.9,0.019075145
BIO 303,A&S 100,2651,2376,57,50,0.89626556,0.877192982,0.019072578
CHE 232,CHE 231,5604,4006,355,247,0.714846538,0.695774648,0.01907189
ISC 451,ISC 399,89,88,33,32,0.988764045,0.96969697,0.019067075
COM 252,CS  115,11639,10480,118,104,0.900420998,0.881355932,0.019065066
NFS 311,NFS 302,327,312,154,144,0.95412844,0.935064935,0.019063505
A&S 100,MA  162,7146,5921,63,51,0.828575427,0.80952381,0.019051617
ECO 101,COM 101,1508,1194,44,34,0.791777188,0.772727273,0.019049916
FAM 499,FAM 495,536,518,38,36,0.96641791,0.947368421,0.019049489
PLS 220,LA  105,210,189,84,74,0.9,0.880952381,0.019047619
EDS 589,EDS 528,28,28,105,103,1,0.980952381,0.019047619
GEO 130,CS  101,4217,3134,87,63,0.743182357,0.724137931,0.019044426
BIO 148,KHP 230,9984,7678,96,72,0.769030449,0.75,0.019030449
AMS 250,PS  101,612,569,56,51,0.929738562,0.910714286,0.019024276
DSP 110,MA  113,847,789,80,73,0.931523022,0.9125,0.019023022
ARC 512,ARC 456,69,66,80,75,0.956521739,0.9375,0.019021739
BIO 103,PGY 206,15339,12489,83,66,0.8141991,0.795180723,0.019018377
PSY 100,WRD 111,15954,13208,1376,1113,0.827880155,0.808866279,0.019013876
KHP 577,KHP 240,1587,1542,190,181,0.971644612,0.952631579,0.019013034
MA  111,UKC 101,3510,2975,35,29,0.847578348,0.828571429,0.019006919
MUS 100,PHI 100,15032,13731,180,161,0.913451304,0.894444444,0.019006859
CIS 111,AST 191,11067,10431,340,314,0.942531851,0.923529412,0.01900244
MA  111,AMS 250,13502,11363,62,51,0.841579025,0.822580645,0.01899838
BIO 152,KHP 190,9739,7535,53,40,0.773693398,0.754716981,0.018976417
BIO 102,GLY 130,5221,4174,41,32,0.799463704,0.780487805,0.018975899
KHP 113,CLA 131,505,482,31,29,0.954455446,0.935483871,0.018971575
HMT 120,MUS 100,988,943,31,29,0.954453441,0.935483871,0.01896957
CE  461G,CE  382,677,646,139,130,0.954209749,0.935251799,0.01895795
ANT 230,PS  101,1738,1459,39,32,0.839470656,0.820512821,0.018957835
SPA 101,ANT 220,6181,5268,48,40,0.852289274,0.833333333,0.01895594
BIO 151,SPA 102,2040,1870,88,79,0.916666667,0.897727273,0.018939394
CHE 113,PS  101,11468,9880,108,91,0.861527729,0.842592593,0.018935137
AN  300,MGT 301,6111,5485,379,333,0.897561774,0.878627968,0.018933806
BIO 380,BIO 325,351,335,31,29,0.954415954,0.935483871,0.018932083
CHE 111,WRD 110,9811,7222,2316,1661,0.736112527,0.717184801,0.018927725
MA  111,BIO 102,13191,11126,530,437,0.84345387,0.824528302,0.018925568
PSY 100,ENG 203,10166,8497,71,58,0.8358253,0.816901408,0.018923892
PHY 213,STA 210,3567,3327,58,53,0.932716569,0.913793103,0.018923465
A&S 100,HIS 109,7067,5857,142,115,0.828781661,0.809859155,0.018922506
COM 311,COM 287,1284,1182,61,55,0.920560748,0.901639344,0.018921403
PGY 206,KHP 240,5027,3832,226,168,0.762283668,0.743362832,0.018920836
PSY 223,GER 101,8045,7283,44,39,0.905282784,0.886363636,0.018919148
KHP 200,PSY 100,2421,2338,94,89,0.965716646,0.946808511,0.018908135
PSY 314,ANT 160,3626,3219,61,53,0.887755102,0.868852459,0.018902643
STA 381,CS  221,1732,1486,87,73,0.857967667,0.83908046,0.018887208
MA  322,ACC 201,4233,3297,50,38,0.778880227,0.76,0.018880227
COM 313,DHN 101,1494,1340,41,36,0.896921017,0.87804878,0.018872237
BIO 395,BIO 302,613,608,37,36,0.991843393,0.972972973,0.01887042
WRD 210,UK  101,391,381,45,43,0.974424552,0.955555556,0.018868997
PHI 100,PSY 215,7537,6401,171,142,0.849276901,0.830409357,0.018867544
A-S 130,AST 191,1434,1218,59,49,0.849372385,0.830508475,0.01886391
PSY 223,A-S 200,7886,7142,53,47,0.905655592,0.886792453,0.018863139
GEO 109,ENG 280,2284,1994,48,41,0.873029772,0.854166667,0.018863106
EE  211,CHE 105,1101,942,49,41,0.855585831,0.836734694,0.018851137
MA  193,CHE 104,7761,5967,80,60,0.768844221,0.75,0.018844221
EDC 317,EPE 301,1537,1517,157,152,0.986987638,0.968152866,0.018834772
BIO 155,PGY 206,8310,7505,121,107,0.903128761,0.884297521,0.01883124
MA  108R,GEN 109,2516,1384,32,17,0.550079491,0.53125,0.018829491
CIS 111,A-H 106,11154,10506,91,84,0.94190425,0.923076923,0.018827327
ISC 261,COM 252,1548,1356,84,72,0.875968992,0.857142857,0.018826135
PLS 104,CIS 110,1094,912,54,44,0.833638026,0.814814815,0.018823211
PS  101,HIS 104,10216,8365,250,200,0.818813626,0.8,0.018813626
PGY 207,PSY 223,764,716,49,45,0.937172775,0.918367347,0.018805428
COM 281,CIS 110,2432,2310,58,54,0.949835526,0.931034483,0.018801044
CIS 111,SOC 101,10936,10308,551,509,0.942574982,0.923774955,0.018800027
SPA 201,PSY 195,5669,5149,190,169,0.908273064,0.889473684,0.01879938
KHP 120,ANT 160,5443,5104,185,170,0.93771817,0.918918919,0.018799251
BIO 151,SPA 202,2089,1914,39,35,0.91622786,0.897435897,0.018791963
ISC 161,UK  101,2519,2261,66,58,0.897578404,0.878787879,0.018790525
A-S 280,HIS 109,3174,2816,76,66,0.88720857,0.868421053,0.018787517
KHP 300,CHE 105,2811,2663,42,39,0.947349698,0.928571429,0.018778269
A&S 350,WRD 203,3416,3271,49,46,0.957552693,0.93877551,0.018777183
UK  101,JOU 101,27240,25539,394,362,0.937555066,0.918781726,0.01877334
COM 399,COM 314,593,585,31,30,0.986509275,0.967741935,0.018767339
SPA 102,HES 100,5271,4479,71,59,0.849743882,0.830985915,0.018757966
AEC 311,AEC 300,281,257,48,43,0.914590747,0.895833333,0.018757414
MA  193,AMS 101,7797,5994,44,33,0.768757214,0.75,0.018757214
MUS 123,CHE 105,2619,2313,118,102,0.883161512,0.86440678,0.018754732
BIO 302,CLA 131,791,674,42,35,0.852085967,0.833333333,0.018752634
KHP 126,NFS 101,1101,1043,42,39,0.947320618,0.928571429,0.018749189
CHE 113,KHP 573,9800,8476,39,33,0.864897959,0.846153846,0.018744113
CHE 113,KHP 445,11446,9880,45,38,0.863183645,0.844444444,0.0187392
HON 101,B&E 120,795,782,57,55,0.983647799,0.964912281,0.018735518
ENG 335,ENG 332,522,448,81,68,0.858237548,0.839506173,0.018731375
MA  137,PSY 100,1870,1248,111,72,0.667379679,0.648648649,0.01873103
WRD 111,ME  205,13796,12837,68,62,0.930487098,0.911764706,0.018722392
PHY 232,CE  211,5303,4427,174,142,0.834810485,0.816091954,0.018718531
HIS 108,GLY 120,5142,4107,100,78,0.798716453,0.78,0.018716453
